商品ID,标题,价格,参数信息,评论数,好评度,热点评论词,评论用户ID,评论信息,评论时间,用户使用机型
1.00E+11,华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB极光色全网通版双4G手机,4488,"华为P30 Pro,100002795959,0.53kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,景深，后置四摄，红外，微距，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，快速充电，无线充电，液冷散热，高倍率变焦，屏幕指纹，防水防尘，NFC，曲面屏,≥90%,Android(安卓),40-49W",570000,97,"拍摄功能强,流畅至极,漂亮大方,性能一流,清晰度高,颜色绚丽,充电快速,手感一流,音质上乘,内存充足",13282463503,外形外观漂亮、买了个256G的天空之镜、很漂亮，之前一直用的是苹果，这次也是一次大胆的尝试，完全出乎我的意料，屏幕清晰、音效品质很高，牌照效果也非常棒，内存大了，多拍点美丽的照片，运行速度很快，不卡顿。我最欣慰的是快充，和超长的待机时间，之前用的总担心没电，充的慢。现在不用担心了。支持华为，支持国货,2019/10/1 10:00,"天空之境,8GB+256GB,标准版"
1.00E+11,华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB极光色全网通版双4G手机,4488,"华为P30 Pro,100002795959,0.53kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,景深，后置四摄，红外，微距，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，快速充电，无线充电，液冷散热，高倍率变焦，屏幕指纹，防水防尘，NFC，曲面屏,≥90%,Android(安卓),40-49W",570000,97,"拍摄功能强,流畅至极,漂亮大方,性能一流,清晰度高,颜色绚丽,充电快速,手感一流,音质上乘,内存充足",12991225283,手机拿到很惊艳，外观大气，「天空之境」很好看。拿在手里质感一流，做工精细，电池耐用，基本上可以用一天，充电也非常快，最多1个小时就充满了。拍照效果好，还可以当放大镜用?。从苹果跳到华为一开始怕卡顿，用了一段时间后运行还是很流畅??。唯一的缺点就是，屏幕分辨率还有待提高。总体来说，华为用心了，支持国产，加油华为。,2019/7/8 11:45,"天空之境,8GB+128GB,标准版"
1.00E+11,华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB极光色全网通版双4G手机,4488,"华为P30 Pro,100002795959,0.53kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,景深，后置四摄，红外，微距，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，快速充电，无线充电，液冷散热，高倍率变焦，屏幕指纹，防水防尘，NFC，曲面屏,≥90%,Android(安卓),40-49W",570000,97,"拍摄功能强,流畅至极,漂亮大方,性能一流,清晰度高,颜色绚丽,充电快速,手感一流,音质上乘,内存充足",13547743586,"外形外观：外观漂亮，颜值非常高，机身整体修长，宽度刚刚好，长度打电话刚刚适合。
屏幕音效：屏幕清晰细腻，亮度很高，但不刺眼，自己检测屏幕（调节成蓝、白和红屏幕），无黑点或白点，一级棒。音效效果好，清新悦耳。
拍照效果：拍照效果比我的MATE9提高的不是一个档次，论美专业相机了，夜景超级给了，晚上拍照也非常清晰。
运行速度：运行速度杠杠的，反应速度快，指纹识别、人脸识别都特快，装的软件很多，不卡顿，运行流畅。
待机时间：待机时间没有具体测试，没有深度玩，两天了，还有80%以上的电。
其他特色：买的这个颜色喜欢，适合我成熟稳重",2019/12/2 8:42,"墨玉蓝,8GB+128GB,标准版"
1.00E+11,华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB极光色全网通版双4G手机,4488,"华为P30 Pro,100002795959,0.53kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,景深，后置四摄，红外，微距，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，快速充电，无线充电，液冷散热，高倍率变焦，屏幕指纹，防水防尘，NFC，曲面屏,≥90%,Android(安卓),40-49W",570000,97,"拍摄功能强,流畅至极,漂亮大方,性能一流,清晰度高,颜色绚丽,充电快速,手感一流,音质上乘,内存充足",13114702473,"一直关注这款手机,看到现在暑期做活动大促,毫不犹豫的下手买了，很漂亮,使用起来很流畅,这也是第二次买 来用了  不论外观,大小,屏幕清晰度等等都非常满意,手机使用非常流畅不卡顿,外观简洁大方,颜色也很漂亮,还有手机快充功能,续航能力强大,拍照功能就不用多说了,总之非常的满意。",2019/8/13 20:49,"天空之境,8GB+128GB,标准版"
1.00E+11,华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB极光色全网通版双4G手机,4488,"华为P30 Pro,100002795959,0.53kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,景深，后置四摄，红外，微距，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，快速充电，无线充电，液冷散热，高倍率变焦，屏幕指纹，防水防尘，NFC，曲面屏,≥90%,Android(安卓),40-49W",570000,97,"拍摄功能强,流畅至极,漂亮大方,性能一流,清晰度高,颜色绚丽,充电快速,手感一流,音质上乘,内存充足",13461701831,赶上双十一特价秒杀活动买到了心仪已久的这款手机，快递公司很好，硬件上搭载麒麟980处理器，标配8G+128G存储组合，性能达到了华为手机的顶级水平，后置4000万+2000万+800万+TOF镜头的徕卡四摄组合，相机配置更是行业的佼佼者，4200毫安电池，支持40W的快充，续航参数也是相当亮眼，感谢华为支持华为！,2019/11/13 21:34,"天空之境,8GB+128GB,标准版"
1.00E+11,华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB极光色全网通版双4G手机,4488,"华为P30 Pro,100002795959,0.53kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,景深，后置四摄，红外，微距，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，快速充电，无线充电，液冷散热，高倍率变焦，屏幕指纹，防水防尘，NFC，曲面屏,≥90%,Android(安卓),40-49W",570000,97,"拍摄功能强,流畅至极,漂亮大方,性能一流,清晰度高,颜色绚丽,充电快速,手感一流,音质上乘,内存充足",13292951635,超赞的！手机壳很耐看，外观很简约，我喜欢~颜色也是有质感的黑色。软硬结合的材质，软硅胶有减震防摔的效果，硬背板看着就刚强的感觉，摄像头有高出的保护，这种材质防摔力度要强太多了，是实在的功能防摔壳，买它真值！从此要淘汰发黄的透明壳了！,2019/10/4 20:15,"亮黑色,8GB+128GB,标准版"
1.00E+11,华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB极光色全网通版双4G手机,4488,"华为P30 Pro,100002795959,0.53kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,景深，后置四摄，红外，微距，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，快速充电，无线充电，液冷散热，高倍率变焦，屏幕指纹，防水防尘，NFC，曲面屏,≥90%,Android(安卓),40-49W",570000,97,"拍摄功能强,流畅至极,漂亮大方,性能一流,清晰度高,颜色绚丽,充电快速,手感一流,音质上乘,内存充足",13605593165,之前用的是苹果和华为mate 10，想换一个能拍月亮的手机，因为小朋友看到朋友圈都在问月亮怎么拍出来的。在m30和p30犹豫好久，觉得5G还不成熟，暂时先买p30p用着，等以后5G成熟再更换。手机很流畅，颜色漂亮，拍风景照片特别是天空，夕阳杠杠的，录像比之前多了美颜功能，还有广角功能，不过使用广角功能像素会变小。华为手机换华为手机很方便，一键导入原手机资料，太方便。,2019/12/15 19:56,"珠光贝母,8GB+256GB,标准版"
1.00E+11,华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB极光色全网通版双4G手机,4488,"华为P30 Pro,100002795959,0.53kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,景深，后置四摄，红外，微距，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，快速充电，无线充电，液冷散热，高倍率变焦，屏幕指纹，防水防尘，NFC，曲面屏,≥90%,Android(安卓),40-49W",570000,97,"拍摄功能强,流畅至极,漂亮大方,性能一流,清晰度高,颜色绚丽,充电快速,手感一流,音质上乘,内存充足",13598935097,特意用了好多天才评价，华为手机真心强大，拍照真心不是盖的，贼6，还有就是电耐用，可以用两天，以前用的苹果8，一天好几充，跟华为真心没法比，谢谢卖家了！款式很漂亮，手感好，黑科技，运行速度快，待机时间长，华为这款手机拍照很强大，特别夜景很棒，和好朋友一人买了一台，非常喜欢，支持华为品牌。,2019/12/14 12:55,"天空之境,8GB+128GB,标准版"
1.00E+11,华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB极光色全网通版双4G手机,4488,"华为P30 Pro,100002795959,0.53kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,景深，后置四摄，红外，微距，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，快速充电，无线充电，液冷散热，高倍率变焦，屏幕指纹，防水防尘，NFC，曲面屏,≥90%,Android(安卓),40-49W",570000,97,"拍摄功能强,流畅至极,漂亮大方,性能一流,清晰度高,颜色绚丽,充电快速,手感一流,音质上乘,内存充足",13359356590,华为的外观一如既往的闪，前后透亮，手感特别棒，屏幕尺寸大小很合适，前置摄像头根本可以忽略不计，看大片电影非常有感觉，画面颜色也特别棒，拍照效果简直了，自动变焦更换模式，远距人像都特别清晰，运行速度快到飞起，侧面返回也相当敏捷，单手操作没有任何障碍，待机时间在长时间玩手机的情况下都能保持1天半的时间才到百分之20，总的来说外观好看屏幕色彩鲜艳运行速度快待机时间长，价格来说很合理，赞?,2019/10/23 8:35,"亮黑色,8GB+256GB,标准版"
1.00E+11,华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB极光色全网通版双4G手机,4488,"华为P30 Pro,100002795959,0.53kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,景深，后置四摄，红外，微距，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，快速充电，无线充电，液冷散热，高倍率变焦，屏幕指纹，防水防尘，NFC，曲面屏,≥90%,Android(安卓),40-49W",570000,97,"拍摄功能强,流畅至极,漂亮大方,性能一流,清晰度高,颜色绚丽,充电快速,手感一流,音质上乘,内存充足",12923874048,手机很大气很好看，当初犹豫很久天空之境还是珠光贝母，最后选了天空之境果然没让我失望，特别漂亮，但我感觉珠光贝母也挺好看的，屏幕很大用着顺手，就喜欢大屏，屏幕挺好的没感觉他们说的京东瓶不好，清晰，曲面挺好咯，感觉Android系统好于苹果，自己用喜欢习惯吧，手机秒开应用，内存大完全不用担心，总之很喜欢进网许可都有，因该是正品，毕竟五千多的手机，相机还没太使用，但是拍摄自动调试合适模式感觉很好，翻译器挺棒，就是手机整体很棒，支持国产支持华为！,2019/6/21 11:19,"天空之境,8GB+256GB,标准版"
1.00E+11,华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB极光色全网通版双4G手机,4488,"华为P30 Pro,100002795959,0.53kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,景深，后置四摄，红外，微距，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，快速充电，无线充电，液冷散热，高倍率变焦，屏幕指纹，防水防尘，NFC，曲面屏,≥90%,Android(安卓),40-49W",570000,97,"拍摄功能强,流畅至极,漂亮大方,性能一流,清晰度高,颜色绚丽,充电快速,手感一流,音质上乘,内存充足",12861108681,华为忠实老用户了，从k3v2的机器开始用的，一直用华为和荣耀的手机。p30p真是美呆了，男生也抵不过珠光贝母色，趁京东华为活动日赶紧入手，麒麟980+方舟编译系统+新文件系统，应用速度飞一样流畅，一点也不输苹果，拍照在手机中首屈一指，虽然比不上单反，但是在部分场景应用，如夜景，长焦广角等，省去了带三脚架，带两三个镜头的麻烦，因此之前也把自用的佳能单反卖了，成像素质足够家庭一般使用了。很棒很棒，支持华为，面对美帝的疯狂打压从容淡定，也体现了我们中华民族永不服输的精神，是我们的骄傲，华为，加油！,2019/6/8 15:06,"珠光贝母,8GB+128GB,标准版"
1.00E+11,华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB极光色全网通版双4G手机,4488,"华为P30 Pro,100002795959,0.53kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,景深，后置四摄，红外，微距，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，快速充电，无线充电，液冷散热，高倍率变焦，屏幕指纹，防水防尘，NFC，曲面屏,≥90%,Android(安卓),40-49W",570000,97,"拍摄功能强,流畅至极,漂亮大方,性能一流,清晰度高,颜色绚丽,充电快速,手感一流,音质上乘,内存充足",12787944082,送货快捷，京东送货员服务好，无论夏天天气炎热或冬天寒冷或刮风下雨，都能准时送到。大米，好吃。糖果，好吃。书本，正版。家电，耐用。奶粉，真品。牛奶，好喝。空调，凉快。电视，清晰。家具，美观。自行车，省力。工具，好用。电脑，速度快。TF卡，高速。灯具，很亮。衣服，合身。厨房用品，使用方便。复印纸，质量好,2019/5/21 15:36,"极光色,8GB+256GB,标准版"
